"car_id","detail_id","Car_name","color","car_type","price"
"1710","1710","Mahindra Scorpio","white","sedan","210827"
"1711","1711","Tata Nexon EV","black","convertible","316133"
"1712","1712","Tata Harrier","blue","luxury","259729"
"1713","1713","MG ZS EV","yellow","luxury","344447"
"1714","1714","volkswagen passat","white","sports","356983"
"1715","1715","Audi Q7","white","cross-over","396560"
"1716","1716","Volvo XC 90","red","suv","14799"
"1717","1717","Honda City","black","suv","264036"
"1718","1718","Tata Harrier","yellow","cross-over","270738"
"1719","1719","Tata Nexon EV","gray","luxury","321385"
"1720","1720","Mahindra XUV500 ","white","convertible","463704"
"1721","1721","volkswagen passat","green","sports","398506"
"1722","1722","Skoda Octavia","blue","sports","109985"
"1723","1723","Hyundai i20","blue","sports","161555"
"1724","1724","volkswagen passat","yellow","sedan","54178"
"1725","1725","Merc E Class","yellow","cross-over","288929"
"1726","1726","Honda City","blue","luxury","455244"
"1727","1727","Audi A4","green","cross-over","249642"
"1728","1728","Honda City","red","hatchback","201133"
"1729","1729","Volvo S60","green","convertible","425100"
"1730","1730","Merc E Class","red","luxury","210736"
"1731","1731","Mahindra XUV500 ","yellow","sedan","108274"
"1732","1732","Maruti Ertiga","white","cross-over","223513"
"1733","1733","Audi Q7","gray","cross-over","349760"
"1734","1734","Jeep Compass","green","hatchback","331796"
"1735","1735","Toyota camry","black","sedan","23116"
"1736","1736","Mahindra XUV500 ","white","cross-over","210379"
"1737","1737","Merc E Class","yellow","sports","205680"
"1738","1738","Volvo S60","blue","sedan","46860"
"1739","1739","BMW M3","black","hatchback","119203"
"1740","1740","Jeep Wrangler","black","hatchback","329116"
"1741","1741","Ford Ecosport","gray","cross-over","228818"
"1742","1742","Kia Carnival","black","luxury","157024"
"1743","1743","Toyota camry","green","sports","288450"
"1744","1744","Mahindra XUV500 ","red","hatchback","39584"
"1745","1745","Ford Mustang","gray","sedan","185579"
"1746","1746","Honda Civic","white","luxury","69490"
"1747","1747","volkswagen polo","gray","sports","485365"
"1748","1748","MG Hector","gray","convertible","426479"
"1749","1749","Toyota innova","blue","sports","288021"
"1750","1750","Ford Ecosport","white","sedan","425122"
"1751","1751","Jeep Compass","blue","convertible","103188"
"1752","1752","Maruti Ertiga","red","cross-over","57540"
"1753","1753","MG Hector","blue","hatchback","316349"
"1754","1754","Hyundai Kona EV","green","sports","195510"
"1755","1755","BMW Z4","black","cross-over","62351"
"1756","1756","Jeep Wrangler","gray","sports","309279"
"1757","1757","Jeep Compass","black","cross-over","443026"
"1758","1758","Ford Ecosport","blue","suv","84374"
"1759","1759","Honda City","red","cross-over","244459"
"1760","1760","Merc GLS","yellow","luxury","378274"
"1761","1761","Ford Ecosport","gray","suv","29257"
"1762","1762","Skoda Rapid","black","suv","321650"
"1763","1763","Audi A4","red","sedan","234396"
"1764","1764","MG ZS EV","yellow","suv","176705"
"1765","1765","Honda Civic","white","sedan","80949"
"1766","1766","MG ZS EV","black","sports","317017"
"1767","1767","Honda CRV","green","convertible","233507"
"1768","1768","MG Hector","red","convertible","373864"
"1769","1769","Audi Q7","green","hatchback","418014"
"1770","1770","Honda Civic","white","convertible","328268"
"1771","1771","Maruti Swift","blue","sedan","203497"
"1772","1772","Merc E Class","green","luxury","378778"
"1773","1773","MG Hector","yellow","suv","465352"
"1774","1774","volkswagen polo","green","sedan","170214"
"1775","1775","Merc GLS","gray","sedan","362831"
"1776","1776","BMW M3","black","luxury","481552"
"1777","1777","Hyundai i20","blue","sedan","237244"
"1778","1778","Toyota innova","black","hatchback","286446"
"1779","1779","Merc GLS","white","convertible","226601"
"1780","1780","Tata Nexon EV","red","suv","71140"
"1781","1781","BMW M3","blue","hatchback","45378"
"1782","1782","BMW X5","green","cross-over","56700"
"1783","1783","Honda City","green","convertible","354763"
"1784","1784","volkswagen passat","yellow","sports","247618"
"1785","1785","Honda CRV","blue","luxury","164994"
"1786","1786","Toyota innova","white","sports","171887"
"1787","1787","Ford Ecosport","yellow","sports","31652"
"1788","1788","Toyota innova","yellow","sedan","18204"
"1789","1789","Audi S5","red","sports","446975"
"1790","1790","Merc GLS","blue","sedan","245689"
"1791","1791","Jeep Compass","red","suv","8308"
"1792","1792","volkswagen passat","black","hatchback","276061"
"1793","1793","Merc GLS","black","luxury","451896"
"1794","1794","Maruti Siaz","red","sports","248111"
"1795","1795","Hyundai i20","red","sports","423023"
"1796","1796","BMW Z4","green","cross-over","5455"
"1797","1797","Ford Mustang","white","suv","399944"
"1798","1798","Mahindra XUV500 ","yellow","luxury","186660"
"1799","1799","Ford Ecosport","green","suv","229032"
"1800","1800","Merc E Class","white","sports","182486"
"1801","1801","Maruti Siaz","gray","luxury","23255"
"1802","1802","MG Hector","white","suv","45388"
"1803","1803","BMW M3","red","cross-over","265794"
"1804","1804","MG ZS EV","green","hatchback","319976"
"1805","1805","Honda City","yellow","sedan","350020"
"1806","1806","Kia Carnival","yellow","suv","363437"
"1807","1807","Mahindra XUV500 ","black","convertible","132443"
"1808","1808","Volvo S60","gray","sedan","65945"
"1809","1809","Ford Mustang","blue","sports","310909"
"1810","1810","BMW X5","blue","sports","324567"
"1811","1811","Maruti Siaz","yellow","sedan","309731"
"1812","1812","MG ZS EV","black","convertible","349906"
"1813","1813","BMW M3","red","sports","208915"
"1814","1814","Honda City","black","sports","321709"
"1815","1815","Honda City","green","convertible","324803"
"1816","1816","volkswagen passat","gray","convertible","363168"
"1817","1817","Volvo S60","gray","sedan","478899"
"1818","1818","Ford Ecosport","white","hatchback","384864"
"1819","1819","volkswagen polo","white","sedan","174119"
"1820","1820","Jeep Wrangler","green","sedan","47879"
"1821","1821","BMW Z4","yellow","cross-over","328327"
"1822","1822","Honda CRV","blue","luxury","445634"
"1823","1823","Mahindra Scorpio","yellow","sedan","455826"
"1824","1824","MG Hector","white","cross-over","35493"
"1825","1825","Jeep Wrangler","white","cross-over","310104"
"1826","1826","Tata Harrier","green","luxury","110721"
"1827","1827","MG Hector","gray","cross-over","88012"
"1828","1828","Audi Q7","white","luxury","443617"
"1829","1829","Volvo XC 90","red","convertible","51322"
"1830","1830","Kia Sonet","red","luxury","83555"
"1831","1831","Kia Carnival","black","hatchback","341806"
"1832","1832","Jeep Wrangler","white","cross-over","148873"
"1833","1833","BMW Z4","green","convertible","377490"
"1834","1834","Audi Q7","red","suv","363573"
"1835","1835","Audi A4","gray","sports","368516"
"1836","1836","MG ZS EV","green","sedan","318940"
"1837","1837","Hyundai Creta","black","hatchback","455703"
"1838","1838","Volvo S60","white","sports","384194"
"1839","1839","volkswagen passat","yellow","sedan","109516"
"1840","1840","Maruti Siaz","gray","sports","23094"
"1841","1841","volkswagen passat","blue","luxury","488643"
"1842","1842","Volvo XC 90","white","convertible","466931"
"1843","1843","Volvo S60","white","sedan","260725"
"1844","1844","Toyota camry","yellow","sports","64419"
"1845","1845","Ford Mustang","yellow","suv","437447"
"1846","1846","Mahindra XUV500 ","gray","sedan","189128"
"1847","1847","Toyota innova","black","sedan","420286"
"1848","1848","Skoda Rapid","red","hatchback","467011"
"1849","1849","Tata Harrier","white","hatchback","366962"
"1850","1850","Volvo XC 90","green","luxury","235830"
"1851","1851","Maruti Siaz","white","sedan","35507"
"1852","1852","Maruti Swift","blue","hatchback","379233"
"1853","1853","Hyundai i20","black","sedan","447162"
"1854","1854","Toyota innova","yellow","hatchback","287724"
"1855","1855","Maruti Ertiga","yellow","luxury","434254"
"1856","1856","Audi S5","gray","luxury","462972"
"1857","1857","Kia Sonet","yellow","convertible","263715"
"1858","1858","Honda Civic","red","luxury","58015"
"1859","1859","Audi A4","yellow","hatchback","20517"
"1860","1860","BMW Z4","yellow","cross-over","15718"
"1861","1861","Honda CRV","black","sedan","48338"
"1862","1862","Hyundai i20","green","sedan","470962"
"1863","1863","BMW Z4","red","sedan","67548"
"1864","1864","Skoda Octavia","white","sports","261068"
"1865","1865","Hyundai Creta","yellow","sedan","453714"
"1866","1866","volkswagen passat","yellow","hatchback","382333"
"1867","1867","Honda City","white","sedan","411418"
"1868","1868","Ford Mustang","white","convertible","404761"
"1869","1869","Merc GLS","gray","luxury","420191"
"1870","1870","Tata Harrier","green","cross-over","277937"
"1871","1871","Mahindra Scorpio","black","sports","140019"
"1872","1872","Mahindra XUV500 ","yellow","sedan","22272"
"1873","1873","Toyota camry","red","hatchback","94989"
"1874","1874","Audi Q7","black","cross-over","208360"
"1875","1875","Honda City","blue","sports","40148"
"1876","1876","Skoda Octavia","black","suv","283529"
"1877","1877","Skoda Octavia","black","luxury","388651"
"1878","1878","Honda Civic","blue","convertible","310764"
"1879","1879","Honda CRV","white","sports","237262"
"1880","1880","Kia Sonet","green","sports","480571"
"1881","1881","BMW X5","black","luxury","99180"
"1882","1882","Mahindra Thar","blue","suv","296016"
"1883","1883","Hyundai Creta","gray","luxury","341526"
"1884","1884","Jeep Wrangler","yellow","luxury","297697"
"1885","1885","Ford Ecosport","yellow","sports","196843"
"1886","1886","Hyundai Creta","yellow","sedan","56966"
"1887","1887","Honda CRV","green","cross-over","91022"
"1888","1888","Audi S5","white","luxury","426782"
"1889","1889","Maruti Siaz","yellow","hatchback","259258"
"1890","1890","Audi A4","green","hatchback","31194"
"1891","1891","Honda CRV","red","cross-over","335126"
"1892","1892","Volvo XC 90","red","luxury","178086"
"1893","1893","Maruti Swift","green","sports","439480"
"1894","1894","Audi S5","yellow","sports","119444"
"1895","1895","Audi Q7","black","cross-over","430303"
"1896","1896","Honda City","black","sedan","187446"
"1897","1897","Audi A4","yellow","sedan","231228"
"1898","1898","Merc GLS","white","sedan","180706"
"1899","1899","Volvo S60","gray","sports","313731"
"1900","1900","volkswagen passat","gray","sports","113177"
"1901","1901","Honda City","black","suv","367895"
"1902","1902","volkswagen passat","yellow","sedan","393895"
"1903","1903","Honda CRV","red","cross-over","82105"
"1904","1904","Hyundai i20","white","sports","451083"
"1905","1905","Toyota innova","green","sports","454898"
"1906","1906","Honda City","gray","sports","296974"
"1907","1907","Mahindra Thar","yellow","hatchback","409315"
"1908","1908","Tata Harrier","yellow","sports","324570"
"1909","1909","Toyota camry","green","sports","244017"
"1910","1910","Ford Mustang","green","sports","274830"
"1911","1911","Ford Ecosport","black","hatchback","378546"
"1912","1912","Jeep Wrangler","black","suv","102935"
"1913","1913","Kia Sonet","black","hatchback","122563"
"1914","1914","Audi Q7","yellow","hatchback","212196"
"1915","1915","BMW Z4","white","sports","377336"
"1916","1916","Skoda Octavia","green","hatchback","231388"
"1917","1917","Mahindra XUV500 ","gray","suv","162240"
"1918","1918","Hyundai Kona EV","black","sedan","388299"
"1919","1919","Maruti Ertiga","blue","sports","181115"
"1920","1920","Honda City","gray","luxury","389460"
"1921","1921","Jeep Wrangler","green","sports","334212"
"1922","1922","Maruti Siaz","green","sedan","370610"
"1923","1923","Jeep Compass","black","cross-over","312512"
"1924","1924","volkswagen passat","black","luxury","74068"
"1925","1925","BMW Z4","gray","hatchback","289503"
"1926","1926","Volvo XC 90","black","sports","77746"
"1927","1927","volkswagen passat","gray","sedan","305411"
"1928","1928","Hyundai Kona EV","red","sedan","168629"
"1929","1929","Maruti Siaz","black","luxury","68457"
"1930","1930","BMW M3","white","sedan","16001"
"1931","1931","Volvo XC 90","white","sports","356274"
"1932","1932","Tata Nexon EV","blue","hatchback","300188"
"1933","1933","Honda City","green","suv","188076"
"1934","1934","BMW M3","blue","cross-over","375024"
"1935","1935","MG ZS EV","blue","cross-over","30204"
"1936","1936","Kia Sonet","green","sedan","429758"
"1937","1937","Tata Harrier","blue","hatchback","363300"
"1938","1938","Volvo XC 90","gray","cross-over","24219"
"1939","1939","Tata Nexon EV","green","sports","326161"
"1940","1940","Mahindra Scorpio","black","hatchback","477319"
"1941","1941","Toyota camry","blue","sports","494037"
"1942","1942","Kia Carnival","black","suv","200279"
"1943","1943","Tata Harrier","red","luxury","208730"
"1944","1944","Mahindra Scorpio","green","sports","382850"
"1945","1945","volkswagen passat","red","sports","20264"
"1946","1946","Tata Nexon EV","red","sedan","216260"
"1947","1947","Honda CRV","gray","suv","157348"
"1948","1948","BMW X5","black","sedan","82759"
"1949","1949","Tata Harrier","green","suv","177604"
"1950","1950","BMW X5","white","hatchback","335657"
"1951","1951","Maruti Siaz","yellow","sports","32897"
"1952","1952","Maruti Swift","white","sports","463644"
"1953","1953","MG ZS EV","black","hatchback","224773"
"1954","1954","Mahindra Scorpio","green","convertible","496276"
"1955","1955","volkswagen passat","blue","sedan","395856"
"1956","1956","Mahindra Thar","blue","cross-over","433719"
"1957","1957","Toyota innova","white","convertible","52567"
"1958","1958","Hyundai Creta","red","luxury","66405"
"1959","1959","Kia Carnival","green","sedan","412140"
"1960","1960","Toyota camry","gray","sedan","152042"
"1961","1961","volkswagen polo","green","hatchback","67607"
"1962","1962","Kia Sonet","white","hatchback","444895"
"1963","1963","Audi A4","white","luxury","51557"
"1964","1964","Merc E Class","black","cross-over","84124"
"1965","1965","Skoda Rapid","red","sports","357297"
"1966","1966","Maruti Ertiga","white","cross-over","81998"
"1967","1967","BMW M3","gray","cross-over","128407"
"1968","1968","BMW M3","black","hatchback","448817"
"1969","1969","Audi Q7","yellow","sedan","25678"
"1970","1970","Jeep Compass","black","hatchback","241307"
"1971","1971","Skoda Rapid","green","sports","449268"
"1972","1972","Volvo XC 90","yellow","hatchback","88930"
"1973","1973","volkswagen passat","red","hatchback","433677"
"1974","1974","Kia Sonet","black","cross-over","352814"
"1975","1975","Volvo XC 90","black","cross-over","51402"
"1976","1976","Kia Carnival","blue","sedan","86343"
"1977","1977","Toyota camry","red","cross-over","80002"
"1978","1978","Honda City","gray","convertible","302721"
"1979","1979","Skoda Rapid","green","cross-over","452642"
"1980","1980","Mahindra Scorpio","black","cross-over","25544"
"1981","1981","Kia Sonet","yellow","sports","432370"
"1982","1982","Merc E Class","white","luxury","327685"
"1983","1983","Maruti Siaz","green","luxury","263194"
"1984","1984","Ford Ecosport","red","cross-over","231311"
"1985","1985","Volvo S60","white","sedan","418074"
"1986","1986","Merc E Class","white","hatchback","33786"
"1987","1987","MG ZS EV","white","luxury","457926"
"1988","1988","Volvo XC 90","red","hatchback","319373"
"1989","1989","Mahindra XUV500 ","gray","hatchback","247362"
"1990","1990","MG Hector","green","hatchback","273352"
"1991","1991","Hyundai Creta","gray","hatchback","475998"
"1992","1992","BMW Z4","gray","hatchback","120783"
"1993","1993","Hyundai i20","gray","suv","223202"
"1994","1994","Audi Q7","black","sports","495254"
"1995","1995","Maruti Ertiga","blue","sedan","165139"
"1996","1996","Audi S5","white","suv","466370"
"1997","1997","Mahindra Thar","white","sedan","440497"
"1998","1998","Hyundai Kona EV","red","sports","239230"
"1999","1999","Volvo XC 90","yellow","sports","239972"
"2000","2000","Audi S5","red","cross-over","437355"
